@@@@@@@@@@@ vid 273, ts: 1694078534000 | [AELJ] :-2147483645 | [APVN] :-2147483647 | [AXXB] :ME%o;wocIskYskM;,A(6%/;Q;o2AwAIoQk=6YQ6 | [BJSS] :-2147483647 | [BRMN] :144571.381036 | [BYQH] :1486224 | [CJMA] :7135762 | [CMGV] :4 | [CTEI] :6 | [CTYC] :-71324942 | [DEKG] :-3179 | [DHJE] :44560386 | [EVXL] :-1 | [EXAS] :-10233 | [FPFF] :4810 | [GDFW] :8 | [HQBX] :-2147483646 | [IJKG] :-4455527 | [IYMN] :RIGHT | [JENI] :-113627 | [JUFJ] :16281.691316 | [JUMF] :457358 | [JXOS] :-7125133 | [JYXY] :4736295 | [KSSM] :-884190.413058 | [MJBX] :-907965 | [MQXF] :13507793 | [MXVL] :-31054 | [OCCI] :424412 | [OGOM] :-2429 | [OKTM] :0 | [PLNE] :889547 | [QCBJ] :]E | [QYZI] :SUCCESS | [RHCS] :6072 | [RJUR] :x | [RNSE] :25178 | [RXBA] :-709266 | [SBNJ] :66028652.916827 | [SCSF] :-24223 | [SGMS] :93731.358863 | [SUTP] :4&yOqSWCeueW[WKK4CS\a#C#W'-[GuSOO[qei\0Kmy\a\0-SymiGeW'GeiSOmWeG#e[4SG.[O-ui&'CaGiO80\Cu-q#u&mqyK.8O | [UPNT] :-57429 | [VDIK] :S | [VEOD] :7305298.162771 | [VHQI] :8918139.519503 | [VKYF] :2577 | [VOTU] :26831.316698 | [VRCM] :86207 | [VZWB] :-2692 | [WLZH] :5769.778077 | [WVKX] :8819 | [WZVQ] :wEM(]%/E%Qc/6!; | [XZGR] :2 | [YCFN] :!g2s,;,c;]UEM=!;/QoEw;kgccE6so | [YGOI] :-2147483645 | [YHSA] :8902454 | [YQGL] :25661.638499 | [YVEN] :14796 | [ZXTE] :33038 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078571000 | [AELJ] :-2147483645 | [APVN] :-2147483645 | [AXXB] :IsU,,2Q!g]/g(YUI(6UYA;g(A,Q(;;Ywo | [BJSS] :-2147483647 | [BRMN] :144583.886007 | [BYQH] :249936 | [CJMA] :8082316 | [CMGV] :4 | [CTEI] :9 | [CTYC] :-80790489 | [DEKG] :-3297 | [DHJE] :50476354 | [EVXL] :-1 | [EXAS] :-9642 | [FPFF] :4170 | [GDFW] :2 | [HQBX] :-2147483646 | [IJKG] :-5047124 | [IYMN] :RIGHT | [JENI] :-125459 | [JUFJ] :16284.506136 | [JUMF] :516518 | [JXOS] :-8071687 | [JYXY] :4483655 | [KSSM] :-1002509.760926 | [MJBX] :-1026284 | [MQXF] :37255153 | [MXVL] :-32237 | [OCCI] :483572 | [OGOM] :-2311 | [OKTM] :1 | [PLNE] :1007866 | [QCBJ] :=( | [QYZI] :SUCCESS | [RHCS] :6074 | [RJUR] :x | [RNSE] :27538 | [RXBA] :-803921 | [SBNJ] :66036685.163327 | [SCSF] :-30139 | [SGMS] :105563.293650 | [SUTP] :04eu-yy.qC'e..SC\8uG04SO'y8&a[8W#CqKW'#qSWeSWS0m8iiq[miOS4#i#q..GymWW8#&i--imCO.W-'K-\m-'O'q\[4.8Se4 | [UPNT] :-66895 | [VDIK] :O | [VEOD] :7306101.387421 | [VHQI] :10101332.998185 | [VKYF] :4289 | [VOTU] :26843.148633 | [VRCM] :95673 | [VZWB] :-5332 | [WLZH] :5769.858399 | [WVKX] :12531 | [WZVQ] :((sY;U%/Mk;Usk/ | [XZGR] :2 | [YCFN] :6,,MY!ww2U,M/wE=w=;===AI/IsY]E | [YGOI] :-2147483646 | [YHSA] :5166166 | [YQGL] :24478.445020 | [YVEN] :22156 | [ZXTE] :34221 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078572000 | [AELJ] :-2147483645 | [APVN] :-2147483645 | [AXXB] :ck!oQg]cY(QEo;/(s!;=(Q2UwwU/Io,66 | [BJSS] :-2147483647 | [BRMN] :144586.250124 | [BYQH] :1015856 | [CJMA] :8124739 | [CMGV] :1 | [CTEI] :2 | [CTYC] :-81214716 | [DEKG] :-3302 | [DHJE] :50741496 | [EVXL] :-1 | [EXAS] :-9615 | [FPFF] :5442 | [GDFW] :4 | [HQBX] :-2147483646 | [IJKG] :-5073638 | [IYMN] :RIGHT | [JENI] :-125990 | [JUFJ] :16285.038290 | [JUMF] :519169 | [JXOS] :-8114110 | [JYXY] :4265927 | [KSSM] :-1007812.596013 | [MJBX] :-1031587 | [MQXF] :31037425 | [MXVL] :-32290 | [OCCI] :486223 | [OGOM] :-2306 | [OKTM] :1 | [PLNE] :1013169 | [QCBJ] :;k | [QYZI] :SUCCESS | [RHCS] :6074 | [RJUR] :x | [RNSE] :24810 | [RXBA] :-808164 | [SBNJ] :66038203.692984 | [SCSF] :-30405 | [SGMS] :106093.577159 | [SUTP] :8Wu\C&uC8uK&-C.yC#444qa&\0#WSie'qaeu-uSKe&'CGqmS\.miam[u'yi40[[-0K44COiSi..#qa\G\#.qOKamquaW'iCOK#'4 | [UPNT] :-67319 | [VDIK] :i | [VEOD] :7306253.240387 | [VHQI] :10154361.349052 | [VKYF] :4209 | [VOTU] :26843.678917 | [VRCM] :96097 | [VZWB] :-3060 | [WLZH] :5769.873585 | [WVKX] :14803 | [WZVQ] :]kIsM/!E;cIs2QQ | [XZGR] :1 | [YCFN] :%]Y6go62gM]kI2=(!]AU],=kIkwEE2 | [YGOI] :-2147483646 | [YHSA] :6432086 | [YQGL] :24425.416669 | [YVEN] :14428 | [ZXTE] :34274 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078573000 | [AELJ] :-2147483645 | [APVN] :-2147483645 | [AXXB] :I2UocAk=;=QEQIsskco2/;sEwwIIw];sg;Q!o=UI | [BJSS] :-2147483647 | [BRMN] :144586.557039 | [BYQH] :158096 | [CJMA] :8168036 | [CMGV] :1 | [CTEI] :2 | [CTYC] :-81647683 | [DEKG] :-3308 | [DHJE] :51012100 | [EVXL] :-1 | [EXAS] :-9588 | [FPFF] :5682 | [GDFW] :4 | [HQBX] :-2147483646 | [IJKG] :-5100699 | [IYMN] :RIGHT | [JENI] :-126531 | [JUFJ] :16285.107375 | [JUMF] :521875 | [JXOS] :-8157407 | [JYXY] :3408167 | [KSSM] :-1013224.685141 | [MJBX] :-1036999 | [MQXF] :24179665 | [MXVL] :-32344 | [OCCI] :488929 | [OGOM] :-2300 | [OKTM] :1 | [PLNE] :1018581 | [QCBJ] :w2 | [QYZI] :SUCCESS | [RHCS] :6074 | [RJUR] :x | [RNSE] :27050 | [RXBA] :-812493 | [SBNJ] :66038400.832390 | [SCSF] :-30675 | [SGMS] :106634.786072 | [SUTP] :aae\CW'i0yKC8uqmueCKy44a\00'G-OSee[i#uOGWK\KK0y[WK-Su&m[y[G#K.#0['-[00&K00&8KG'imaOW8iOaq0Wu00W-SeGW | [UPNT] :-67752 | [VDIK] :O | [VEOD] :7306272.954328 | [VHQI] :10208482.240334 | [VKYF] :4449 | [VOTU] :26844.220126 | [VRCM] :96530 | [VZWB] :-820 | [WLZH] :5769.875556 | [WVKX] :17043 | [WZVQ] :s2ss/sIkwgI(;,! | [XZGR] :1 | [YCFN] :g(I6gI;=MQ]k!gQ62sYAU=M,Ikk%(A | [YGOI] :-2147483646 | [YHSA] :9574326 | [YQGL] :24371.295778 | [YVEN] :16668 | [ZXTE] :34328 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078574000 | [AELJ] :-2147483645 | [APVN] :-2147483645 | [AXXB] :Ag!%;A;wcoQ%6Ag;]!oc]%sg/6/gso((62 | [BJSS] :-2147483647 | [BRMN] :144591.278101 | [BYQH] :1305200 | [CJMA] :8212205 | [CMGV] :5 | [CTEI] :8 | [CTYC] :-82089379 | [DEKG] :-3313 | [DHJE] :51288160 | [EVXL] :-1 | [EXAS] :-9560 | [FPFF] :6786 | [GDFW] :1 | [HQBX] :-2147483646 | [IJKG] :-5128305 | [IYMN] :RIGHT | [JENI] :-127083 | [JUFJ] :16286.170068 | [JUMF] :524636 | [JXOS] :-8201576 | [JYXY] :3055271 | [KSSM] :-1018745.879936 | [MJBX] :-1042520 | [MQXF] :41826769 | [MXVL] :-32400 | [OCCI] :491690 | [OGOM] :-2295 | [OKTM] :1 | [PLNE] :1024102 | [QCBJ] :og | [QYZI] :SUCCESS | [RHCS] :6074 | [RJUR] :x | [RNSE] :24154 | [RXBA] :-816910 | [SBNJ] :66041433.285098 | [SCSF] :-30951 | [SGMS] :107186.905551 | [SUTP] :'Sua&.yW#4K#[meK.#CymO4Ce.qeCiCS4&uy0\-[\K8ymm#0em0[88ye-CC&'-#S\mWG0&u-KWO\[Ceqm##uGK[OCOWe'u-'0i## | [UPNT] :-68194 | [VDIK] :G | [VEOD] :7306576.199598 | [VHQI] :10263694.188282 | [VKYF] :3553 | [VOTU] :26844.772245 | [VRCM] :96972 | [VZWB] :-3716 | [WLZH] :5769.905881 | [WVKX] :14147 | [WZVQ] :kgIE]s%YIMI26]Y | [XZGR] :1 | [YCFN] :/=YsUI!=Yw]UM/E;E]Y%I6M!kg%]oc | [YGOI] :-2147483646 | [YHSA] :7221430 | [YQGL] :24316.083830 | [YVEN] :23772 | [ZXTE] :34384 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078575000 | [AELJ] :-2147483647 | [APVN] :-2147483647 | [AXXB] :U//6E]AY=UggQAoUY6w%UwIw!(Q]]kEoo%k]Q%/ | [BJSS] :-2147483646 | [BRMN] :144575.951935 | [BYQH] :1292560 | [CJMA] :8257247 | [CMGV] :3 | [CTEI] :7 | [CTYC] :-82539791 | [DEKG] :-3319 | [DHJE] :51569667 | [EVXL] :-1 | [EXAS] :-9532 | [FPFF] :6146 | [GDFW] :9 | [HQBX] :-2147483645 | [IJKG] :-5156455 | [IYMN] :RIGHT | [JENI] :-127646 | [JUFJ] :16282.720208 | [JUMF] :527451 | [JXOS] :-8246618 | [JYXY] :2526279 | [KSSM] :-1024376.029031 | [MJBX] :-1048150 | [MQXF] :41297777 | [MXVL] :-32456 | [OCCI] :494505 | [OGOM] :-2289 | [OKTM] :-1 | [PLNE] :1029732 | [QCBJ] :,/ | [QYZI] :SUCCESS | [RHCS] :6074 | [RJUR] :x | [RNSE] :26514 | [RXBA] :-821414 | [SBNJ] :66031588.916336 | [SCSF] :-31233 | [SGMS] :107749.920461 | [SUTP] :#KW'qi8['.aei#mO88KW-.-'CW8[.eOOm\Syam'4.CKa&.S4qaWiO0WqSm[[SyO'K\0Ky8'aeKm[S'GqKO-OW80Sye'[uqKu'.-& | [UPNT] :-68644 | [VDIK] :0 | [VEOD] :7305591.762722 | [VHQI] :10319995.679230 | [VKYF] :2913 | [VOTU] :26845.335260 | [VRCM] :97422 | [VZWB] :-6356 | [WLZH] :5769.807437 | [WVKX] :15155 | [WZVQ] :E/!w]EY]o(/U;]6 | [XZGR] :3 | [YCFN] :(%M!,UgYEoQM!//,2=6Mco2]I6ss=Y | [YGOI] :-2147483647 | [YHSA] :9208790 | [YQGL] :24259.782339 | [YVEN] :14780 | [ZXTE] :34440 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078576000 | [AELJ] :-2147483647 | [APVN] :-2147483647 | [AXXB] :2(EEo,;(c%,M/EYs/gYY2Iw%]sk!!;wccU | [BJSS] :-2147483646 | [BRMN] :144576.088901 | [BYQH] :705744 | [CJMA] :8303158 | [CMGV] :4 | [CTEI] :6 | [CTYC] :-82998907 | [DEKG] :-3325 | [DHJE] :51856615 | [EVXL] :-1 | [EXAS] :-9504 | [FPFF] :4330 | [GDFW] :8 | [HQBX] :-2147483645 | [IJKG] :-5185150 | [IYMN] :RIGHT | [JENI] :-128220 | [JUFJ] :16282.751038 | [JUMF] :530320 | [JXOS] :-8292529 | [JYXY] :5455815 | [KSSM] :-1030114.978072 | [MJBX] :-1053889 | [MQXF] :44227313 | [MXVL] :-32513 | [OCCI] :497374 | [OGOM] :-2283 | [OKTM] :0 | [PLNE] :1035471 | [QCBJ] :Q( | [QYZI] :SUCCESS | [RHCS] :6074 | [RJUR] :x | [RNSE] :24698 | [RXBA] :-826005 | [SBNJ] :66031676.892732 | [SCSF] :-31520 | [SGMS] :108323.815365 | [SUTP] :uq\eaq#S#q\Kq&W#8i#G\i8KSW&uG[GCa8[e\0aeeu-0K4O-aKOWqaSymu4.4e.i#0m4K-#au'[8S.W4[0.ymqyiSmSeq&CqO-8& | [UPNT] :-69103 | [VDIK] :8 | [VEOD] :7305600.560362 | [VHQI] :10377385.169646 | [VKYF] :4097 | [VOTU] :26845.909155 | [VRCM] :97881 | [VZWB] :-3172 | [WLZH] :5769.808317 | [WVKX] :14691 | [WZVQ] :M(cIk]oUI/]A/Qc | [XZGR] :2 | [YCFN] :AUs=(c!(YIEs(2Iscw,=k]QE/6]cs( | [YGOI] :-2147483645 | [YHSA] :9621974 | [YQGL] :24202.392849 | [YVEN] :14316 | [ZXTE] :34497 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078577000 | [AELJ] :-2147483646 | [APVN] :-2147483646 | [AXXB] :k!/s/%U](%w]=c%k6!;,=wUcUYoQs=g2%s | [BJSS] :-2147483645 | [BRMN] :144576.071632 | [BYQH] :741104 | [CJMA] :8349939 | [CMGV] :2 | [CTEI] :8 | [CTYC] :-83466714 | [DEKG] :-3331 | [DHJE] :52148994 | [EVXL] :-1 | [EXAS] :-9474 | [FPFF] :6338 | [GDFW] :1 | [HQBX] :-2147483647 | [IJKG] :-5214388 | [IYMN] :RIGHT | [JENI] :-128805 | [JUFJ] :16282.747151 | [JUMF] :533244 | [JXOS] :-8339310 | [JYXY] :1974823 | [KSSM] :-1035962.569724 | [MJBX] :-1059737 | [MQXF] :48746321 | [MXVL] :-32572 | [OCCI] :500298 | [OGOM] :-2277 | [OKTM] :-1 | [PLNE] :1041319 | [QCBJ] :Y! | [QYZI] :SUCCESS | [RHCS] :6074 | [RJUR] :x | [RNSE] :23706 | [RXBA] :-830684 | [SBNJ] :66031665.800728 | [SCSF] :-31812 | [SGMS] :108908.574530 | [SUTP] :CiWSyK\m\&q[aO#4&#e&i.'ymCGOC&4\#GCyC0muu40aC-au-\'aWq0W&SOS&W'Sq8S-SqKOC&m#iGW4'Wqau[uG8G#eiWaaqaee | [UPNT] :-69571 | [VDIK] :q | [VEOD] :7305599.451161 | [VHQI] :10435861.086168 | [VKYF] :3457 | [VOTU] :26846.493914 | [VRCM] :98349 | [VZWB] :-4164 | [WLZH] :5769.808206 | [WVKX] :13699 | [WZVQ] :U!k=,6EokYo%w2s | [XZGR] :1 | [YCFN] :IM]w2=A]AI66c%Ykk]A6Eo%66M;wow | [YGOI] :-2147483647 | [YHSA] :6657334 | [YQGL] :24143.916932 | [YVEN] :23324 | [ZXTE] :34556 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078578000 | [AELJ] :-2147483647 | [APVN] :-2147483647 | [AXXB] :]%E;2o,/Uk,=c%gEsgw(k6]%2o2sgEgocws | [BJSS] :-2147483646 | [BRMN] :144571.892487 | [BYQH] :995088 | [CJMA] :8397587 | [CMGV] :3 | [CTEI] :3 | [CTYC] :-83943200 | [DEKG] :-3336 | [DHJE] :52446798 | [EVXL] :-1 | [EXAS] :-9445 | [FPFF] :5674 | [GDFW] :5 | [HQBX] :-2147483645 | [IJKG] :-5244168 | [IYMN] :RIGHT | [JENI] :-129400 | [JUFJ] :16281.806441 | [JUMF] :536222 | [JXOS] :-8386958 | [JYXY] :4245159 | [KSSM] :-1041918.643673 | [MJBX] :-1065693 | [MQXF] :5016657 | [MXVL] :-32631 | [OCCI] :503276 | [OGOM] :-2272 | [OKTM] :0 | [PLNE] :1047275 | [QCBJ] :%% | [QYZI] :SUCCESS | [RHCS] :6074 | [RJUR] :x | [RNSE] :24042 | [RXBA] :-835448 | [SBNJ] :66028981.433910 | [SCSF] :-32110 | [SGMS] :109504.181925 | [SUTP] :Sm\4\K&#q0\-ume[CiK0K-y.u'u&qy4\aK08u-CSO\WWq0aOqa\yKWSiay[8.O[-aCeG8iKCW'C[0y#Oi0#Ce&8KeGaaqC-i4qOK | [UPNT] :-70047 | [VDIK] :' | [VEOD] :7305331.014480 | [VHQI] :10495421.825649 | [VKYF] :3441 | [VOTU] :26847.089521 | [VRCM] :98825 | [VZWB] :-3828 | [WLZH] :5769.781362 | [WVKX] :14035 | [WZVQ] :!%cUYgs%]I]wcAY | [XZGR] :2 | [YCFN] :YQsIsw%/c(E2wM;E!w6Q6YgE%cEYc( | [YGOI] :-2147483645 | [YHSA] :411318 | [YQGL] :24084.356193 | [YVEN] :23660 | [ZXTE] :34615 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078579000 | [AELJ] :-2147483645 | [APVN] :-2147483645 | [AXXB] :o;g(I;UUAg;I];(YQwYcM=/(swMY;ck/(c((w | [BJSS] :-2147483647 | [BRMN] :144574.687820 | [BYQH] :1282416 | [CJMA] :8446103 | [CMGV] :4 | [CTEI] :9 | [CTYC] :-84428351 | [DEKG] :-3343 | [DHJE] :52750018 | [EVXL] :-1 | [EXAS] :-9414 | [FPFF] :4650 | [GDFW] :2 | [HQBX] :-2147483646 | [IJKG] :-5274490 | [IYMN] :RIGHT | [JENI] :-130007 | [JUFJ] :16282.435660 | [JUMF] :539254 | [JXOS] :-8435474 | [JYXY] :1016135 | [KSSM] :-1047983.036628 | [MJBX] :-1071757 | [MQXF] :9787633 | [MXVL] :-32692 | [OCCI] :506308 | [OGOM] :-2265 | [OKTM] :0 | [PLNE] :1053339 | [QCBJ] :2; | [QYZI] :SUCCESS | [RHCS] :6074 | [RJUR] :x | [RNSE] :25018 | [RXBA] :-840300 | [SBNJ] :66030776.944717 | [SCSF] :-32413 | [SGMS] :110110.621220 | [SUTP] :GC4eu0C-KW[GeC&S0yyy#WKOy0eWaWuyCq#&-GSm.[Gi\&Oue0W&i\ey.m'\['0CWmG8-S[ia\-y'\uGGK'\SmOm#Om8CaOq0q#- | [UPNT] :-70533 | [VDIK] :u | [VEOD] :7305510.565560 | [VHQI] :10556065.755201 | [VKYF] :2769 | [VOTU] :26847.695961 | [VRCM] :99311 | [VZWB] :-6500 | [WLZH] :5769.799317 | [WVKX] :15011 | [WZVQ] :Y;sI;=(=gE=w]Qw | [XZGR] :2 | [YCFN] :Mg,=//AUw%]o62c/,M,%,AsIE!oE]Q | [YGOI] :-2147483646 | [YHSA] :7698646 | [YQGL] :24023.712263 | [YVEN] :14636 | [ZXTE] :34676 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078580000 | [AELJ] :-2147483646 | [APVN] :-2147483646 | [AXXB] :]2sI%;oocAg%=2/c/%/!,%E/!%Qs,k%]U!(/( | [BJSS] :-2147483645 | [BRMN] :144574.823654 | [BYQH] :84208 | [CJMA] :8495483 | [CMGV] :3 | [CTEI] :1 | [CTYC] :-84922155 | [DEKG] :-3349 | [DHJE] :53058645 | [EVXL] :-1 | [EXAS] :-9383 | [FPFF] :6794 | [GDFW] :3 | [HQBX] :-2147483647 | [IJKG] :-5305353 | [IYMN] :RIGHT | [JENI] :-130624 | [JUFJ] :16282.466236 | [JUMF] :542341 | [JXOS] :-8484854 | [JYXY] :334279 | [KSSM] :-1054155.582332 | [MJBX] :-1077930 | [MQXF] :13105777 | [MXVL] :-32754 | [OCCI] :509395 | [OGOM] :-2259 | [OKTM] :-1 | [PLNE] :1059512 | [QCBJ] :%2 | [QYZI] :SUCCESS | [RHCS] :6074 | [RJUR] :x | [RNSE] :23162 | [RXBA] :-845238 | [SBNJ] :66030864.193913 | [SCSF] :-32722 | [SGMS] :110727.875791 | [SUTP] :Sa&i00.Om&a#aa.WiqmSuO&uCeiqeeymSKm.C0-Oa.ia[4#\#'GSOG#eK\qa.W&mS0KCu&iC8q[0eqmCC\\.yamq[[-iyK'uS8.# | [UPNT] :-71026 | [VDIK] :' | [VEOD] :7305519.290480 | [VHQI] :10617791.212240 | [VKYF] :2561 | [VOTU] :26848.313215 | [VRCM] :99804 | [VZWB] :-4708 | [WLZH] :5769.800190 | [WVKX] :13155 | [WZVQ] :!2;M!=MQ=Y/2woQ | [XZGR] :3 | [YCFN] :Y(6]E/,%/IQUcAwcQ;IIQ6Y2=26Y;Y | [YGOI] :-2147483647 | [YHSA] :8500438 | [YQGL] :23961.986806 | [YVEN] :22780 | [ZXTE] :34738 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078581000 | [AELJ] :-2147483645 | [APVN] :-2147483645 | [AXXB] :kI];6oI%Y]AcA%(6E%%;(EY]YM,UMYU= | [BJSS] :-2147483647 | [BRMN] :144575.103602 | [BYQH] :1238384 | [CJMA] :8545727 | [CMGV] :4 | [CTEI] :8 | [CTYC] :-85424597 | [DEKG] :-3355 | [DHJE] :53372671 | [EVXL] :-1 | [EXAS] :-9352 | [FPFF] :5970 | [GDFW] :1 | [HQBX] :-2147483646 | [IJKG] :-5336756 | [IYMN] :RIGHT | [JENI] :-131252 | [JUFJ] :16282.529251 | [JUMF] :545481 | [JXOS] :-8535098 | [JYXY] :2988455 | [KSSM] :-1060436.111561 | [MJBX] :-1084210 | [MQXF] :43759953 | [MXVL] :-32817 | [OCCI] :512535 | [OGOM] :-2253 | [OKTM] :1 | [PLNE] :1065792 | [QCBJ] :/I | [QYZI] :SUCCESS | [RHCS] :6074 | [RJUR] :x | [RNSE] :27338 | [RXBA] :-850262 | [SBNJ] :66031044.011397 | [SCSF] :-33036 | [SGMS] :111355.928714 | [SUTP] :&-[4SKqOu\uOSm&mO&\#4e.W4qmeWS4WWWi[0uGG[0.K[S[G&WW.W4K&'COO\K0O0m'eWq#8S-40[&OqC4&-CCOG#.i4C-e.OSC# | [UPNT] :-71529 | [VDIK] :q | [VEOD] :7305537.272228 | [VHQI] :10680596.504531 | [VKYF] :2737 | [VOTU] :26848.941268 | [VRCM] :100307 | [VZWB] :-532 | [WLZH] :5769.801988 | [WVKX] :17331 | [WZVQ] :,I/,2g6Q;!s;%Aw | [XZGR] :1 | [YCFN] :=Y%Iwwo%gU!=UM26=;k2]=(Q!A!],/ | [YGOI] :-2147483646 | [YHSA] :9154614 | [YQGL] :23899.181514 | [YVEN] :16956 | [ZXTE] :34801 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078582000 | [AELJ] :-2147483647 | [APVN] :-2147483647 | [AXXB] :,k==%!];gcg2UgA6]k(cY]Ycg=k/6cM,U | [BJSS] :-2147483646 | [BRMN] :144576.903071 | [BYQH] :1016880 | [CJMA] :8596834 | [CMGV] :5 | [CTEI] :6 | [CTYC] :-85935665 | [DEKG] :-3361 | [DHJE] :53692088 | [EVXL] :-1 | [EXAS] :-9320 | [FPFF] :6466 | [GDFW] :8 | [HQBX] :-2147483645 | [IJKG] :-5368697 | [IYMN] :RIGHT | [JENI] :-131891 | [JUFJ] :16282.934304 | [JUMF] :548675 | [JXOS] :-8586205 | [JYXY] :5766951 | [KSSM] :-1066824.452131 | [MJBX] :-1090599 | [MQXF] :20538449 | [MXVL] :-32880 | [OCCI] :515729 | [OGOM] :-2247 | [OKTM] :0 | [PLNE] :1072181 | [QCBJ] :=k | [QYZI] :SUCCESS | [RHCS] :6074 | [RJUR] :x | [RNSE] :25834 | [RXBA] :-855373 | [SBNJ] :66032199.853897 | [SCSF] :-33355 | [SGMS] :111994.762771 | [SUTP] :0WGi0Gu4qSa0mSym.m'y[0.y#mC.&.WuS[KO8OeG80['u-CO\0[CuG.[u44K&'-&44KK0yOW0-[8Gqm.\'#.\aiK&G88u..S[CG. | [UPNT] :-72040 | [VDIK] :a | [VEOD] :7305652.856478 | [VHQI] :10744479.910236 | [VKYF] :3233 | [VOTU] :26849.580102 | [VRCM] :100818 | [VZWB] :-2036 | [WLZH] :5769.813546 | [WVKX] :15827 | [WZVQ] :(k,Mw2!6]A/c,6( | [XZGR] :2 | [YCFN] :6A!]E(6;c!Q,%(k6EAo%g((6sw]Eo; | [YGOI] :-2147483645 | [YHSA] :5933110 | [YQGL] :23835.298108 | [YVEN] :15452 | [ZXTE] :34864 | @@@@@@@@@@@@
@@@@@@@@@@@ vid 273, ts: 1694078583000 | [AELJ] :-2147483647 | [APVN] :-2147483646 | [AXXB] :M6=w]]o;IUYwsIg;M6MoQ]cAUMII;kYQc!=Ac | [BJSS] :-2147483646 | [BRMN] :144581.785664 | [BYQH] :915184 | [CJMA] :8648802 | [CMGV] :4 | [CTEI] :1 | [CTYC] :-86455343 | [DEKG] :-3368 | [DHJE] :54016887 | [EVXL] :-1 | [EXAS] :-9288 | [FPFF] :6770 | [GDFW] :3 | [HQBX] :-2147483647 | [IJKG] :-5401177 | [IYMN] :RIGHT | [JENI] :-132540 | [JUFJ] :16284.033357 | [JUMF] :551923 | [JXOS] :-8638173 | [JYXY] :1165255 | [KSSM] :-1073320.428904 | [MJBX] :-1097095 | [MQXF] :49936753 | [MXVL] :-32945 | [OCCI] :518977 | [OGOM] :-2240 | [OKTM] :-1 | [PLNE] :1078677 | [QCBJ] :A6 | [QYZI] :SUCCESS | [RHCS] :6074 | [RJUR] :x | [RNSE] :24138 | [RXBA] :-860570 | [SBNJ] :66035336.061776 | [SCSF] :-33680 | [SGMS] :112644.360448 | [SUTP] :4eGWmWW4S.SuKueKWi0.&aOWmq0'ae8q0Kq#0W.i8-G4#44\u8-#u'0#84O#.qi&u[0-Caa&CSa0W##C4C0-aC\e8GieaaSym'.i | [UPNT] :-72560 | [VDIK] :S | [VEOD] :7305966.477266 | [VHQI] :10809439.677959 | [VKYF] :3537 | [VOTU] :26850.229700 | [VRCM] :101338 | [VZWB] :-3732 | [WLZH] :5769.844908 | [WVKX] :14131 | [WZVQ] :w6U]=(/6o(Q!s,Y | [XZGR] :3 | [YCFN] :k=wA;,,;E2,c/gE;;==M/(w;6Ak%MY | [YGOI] :-2147483647 | [YHSA] :5331414 | [YQGL] :23770.338340 | [YVEN] :23756 | [ZXTE] :34929 | @@@@@@@@@@@@
